,rxn_id,rxn_smiles,solvent,temp,DG_TS,G_r
2121,2125,[CH3:13][C:14](=[O:15])[C:16](=[NH+:17][C-:18]([C:19]#[N:20])[c:21]1[cH:22][cH:23][cH:24][cH:25][cH:26]1)[C:27]([CH3:28])=[O:29].[F:1][C:2]1([F:3])[C:4]#[C:5][C:6]([Cl:7])([Cl:8])[CH2:9][CH2:10][CH2:11][CH2:12]1>>[F:1][C:2]1([F:3])[C:4]2=[C:5]([C:6]([Cl:7])([Cl:8])[CH2:9][CH2:10][CH2:11][CH2:12]1)[C:16]([C:14]([CH3:13])=[O:15])([C:27]([CH3:28])=[O:29])[NH:17][C:18]2([C:19]#[N:20])[c:21]1[cH:22][cH:23][cH:24][cH:25][cH:26]1,water,298.15,17.35736324265833,-29.175005093108823
2122,2126,[CH3:17][NH:18][C:19](=[O:20])[C-:21]([N+:22]#[C:23][C:24]([CH3:25])=[O:26])[c:27]1[cH:28][cH:29][cH:30][cH:31][cH:32]1.[CH3:1][C:2](=[O:3])[C:4]1=[C:5]([c:6]2[cH:7][cH:8][cH:9][cH:10][cH:11]2)[CH:12]2[CH2:13][CH2:14][CH:15]1[CH2:16]2>>[CH3:1][C:2](=[O:3])[C:4]12[C:5]([c:6]3[cH:7][cH:8][cH:9][cH:10][cH:11]3)([CH:12]3[CH2:13][CH2:14][CH:15]1[CH2:16]3)[C:23]([C:24]([CH3:25])=[O:26])=[N:22][C:21]2([C:19]([NH:18][CH3:17])=[O:20])[c:27]1[cH:28][cH:29][cH:30][cH:31][cH:32]1,water,298.15,16.010779428592674,-23.378784489318107
2123,2127,[CH3:17][NH:18][C:19](=[O:20])[C-:21]([N+:22]#[C:23][C:24]([CH3:25])=[O:26])[c:27]1[cH:28][cH:29][cH:30][cH:31][cH:32]1.[CH3:1][C:2](=[O:3])[C:4]1=[C:5]([c:6]2[cH:7][cH:8][cH:9][cH:10][cH:11]2)[CH:12]2[CH2:13][CH2:14][CH:15]1[CH2:16]2>>[CH3:1][C:2](=[O:3])[C:4]12[C:5]([c:6]3[cH:7][cH:8][cH:9][cH:10][cH:11]3)([CH:12]3[CH2:13][CH2:14][CH:15]1[CH2:16]3)[C:21]([C:19]([NH:18][CH3:17])=[O:20])([c:27]1[cH:28][cH:29][cH:30][cH:31][cH:32]1)[N:22]=[C:23]2[C:24]([CH3:25])=[O:26],water,298.15,16.752754590832463,-23.41526019471876
2124,2128,[CH3:13][O:14][C:15](=[O:16])[C:17](=[O+:18][C-:19]([C:20]#[N:21])[C:22](=[O:23])[O:24][CH3:25])[c:26]1[cH:27][cH:28][cH:29][cH:30][cH:31]1.[CH3:1][O:2][C:3](=[O:4])/[C:5]([F:6])=[C:7](/[F:8])[C:9](=[O:10])[O:11][CH3:12]>>[CH3:1][O:2][C:3](=[O:4])[C@:5]1([F:6])[C@:7]([F:8])([C:9](=[O:10])[O:11][CH3:12])[C:19]([C:20]#[N:21])([C:22](=[O:23])[O:24][CH3:25])[O:18][C:17]1([C:15]([O:14][CH3:13])=[O:16])[c:26]1[cH:27][cH:28][cH:29][cH:30][cH:31]1,water,298.15,17.05586916080851,-31.7059324871506
2125,2129,[CH3:13][NH:14][C:15](=[O:16])[CH:17]=[NH+:18][CH-:19][C:20](=[O:21])[NH:22][CH3:23].[CH3:1][C:2]1([CH3:3])[C:4]#[C:5][C:6]([Br:7])([Br:8])[CH2:9][CH2:10][CH2:11][CH2:12]1>>[CH3:1][C:2]1([CH3:3])[C:4]2=[C:5]([C:6]([Br:7])([Br:8])[CH2:9][CH2:10][CH2:11][CH2:12]1)[CH:19]([C:20](=[O:21])[NH:22][CH3:23])[NH:18][CH:17]2[C:15]([NH:14][CH3:13])=[O:16],water,298.15,13.259184076676256,-37.9321747713999
2126,2130,[CH3:1][C:2]([Br:3])=[C:4]([Br:5])[Br:6].[CH3:7][N-:8][N+:9]([CH3:10])=[C:11]([C:12]([CH3:13])=[O:14])[c:15]1[cH:16][cH:17][cH:18][cH:19][cH:20]1>>[CH3:1][C:2]1([Br:3])[C:4]([Br:5])([Br:6])[C:11]([C:12]([CH3:13])=[O:14])([c:15]2[cH:16][cH:17][cH:18][cH:19][cH:20]2)[N:9]([CH3:10])[N:8]1[CH3:7],water,298.15,30.62958957744771,-3.9438993407234073
2127,2131,[CH3:1][C:2]([Br:3])=[C:4]([Br:5])[Br:6].[CH3:7][N-:8][N+:9]([CH3:10])=[C:11]([C:12]([CH3:13])=[O:14])[c:15]1[cH:16][cH:17][cH:18][cH:19][cH:20]1>>[CH3:1][C:2]1([Br:3])[C:4]([Br:5])([Br:6])[N:8]([CH3:7])[N:9]([CH3:10])[C:11]1([C:12]([CH3:13])=[O:14])[c:15]1[cH:16][cH:17][cH:18][cH:19][cH:20]1,water,298.15,48.36234110167079,-5.699381930455984
2128,2132,[CH3:11][NH:12][C:13](=[O:14])[C-:15]([O+:16]=[C:17]([CH3:18])[CH3:19])[C:20](=[O:21])[NH:22][CH3:23].[CH3:1][C:2](=[O:3])/[C:4]([Br:5])=[C:6](/[Br:7])[C:8]([CH3:9])=[O:10]>>[CH3:1][C:2](=[O:3])[C@:4]1([Br:5])[C@:6]([Br:7])([C:8]([CH3:9])=[O:10])[C:15]([C:13]([NH:12][CH3:11])=[O:14])([C:20](=[O:21])[NH:22][CH3:23])[O:16][C:17]1([CH3:18])[CH3:19],water,298.15,18.135661882790178,-28.07940153339665
2129,2133,[CH3:16][NH:17][C:18](=[O:19])[C:20](=[NH+:21][C-:22]([C:23]([CH3:24])=[O:25])[C:26]([CH3:27])=[O:28])[C:29]([CH3:30])=[O:31].[CH3:1][O:2][C:3]1=[C:4]([c:5]2[cH:6][cH:7][cH:8][cH:9][cH:10]2)[CH:11]2[CH2:12][CH2:13][CH:14]1[CH2:15]2>>[CH3:1][O:2][C:3]12[C:4]([c:5]3[cH:6][cH:7][cH:8][cH:9][cH:10]3)([CH:11]3[CH2:12][CH2:13][CH:14]1[CH2:15]3)[C:20]([C:18]([NH:17][CH3:16])=[O:19])([C:29]([CH3:30])=[O:31])[NH:21][C:22]2([C:23]([CH3:24])=[O:25])[C:26]([CH3:27])=[O:28],water,298.15,30.964382004934556,5.160036057672689
2130,2134,[CH3:16][NH:17][C:18](=[O:19])[C:20](=[NH+:21][C-:22]([C:23]([CH3:24])=[O:25])[C:26]([CH3:27])=[O:28])[C:29]([CH3:30])=[O:31].[CH3:1][O:2][C:3]1=[C:4]([c:5]2[cH:6][cH:7][cH:8][cH:9][cH:10]2)[CH:11]2[CH2:12][CH2:13][CH:14]1[CH2:15]2>>[CH3:1][O:2][C:3]12[C:4]([c:5]3[cH:6][cH:7][cH:8][cH:9][cH:10]3)([CH:11]3[CH2:12][CH2:13][CH:14]1[CH2:15]3)[C:22]([C:23]([CH3:24])=[O:25])([C:26]([CH3:27])=[O:28])[NH:21][C:20]2([C:18]([NH:17][CH3:16])=[O:19])[C:29]([CH3:30])=[O:31],water,298.15,38.750286220684174,3.2939125049979165
2131,2135,[CH3:1][O:2][C:3]([Br:4])=[C:5]([Br:6])[Br:7].[CH3:8][O:9][C:10](=[O:11])[c-:12]1[c:13](=[O:14])[o:15][c:16]([C:17]#[N:18])[n+:19]1[CH3:20]>>[CH3:1][O:2][C:3]1([Br:4])[C:5]([Br:6])([Br:7])[C:16]2([C:17]#[N:18])[O:15][C:13](=[O:14])[C:12]1([C:10]([O:9][CH3:8])=[O:11])[N:19]2[CH3:20],water,298.15,35.974757614756435,12.650828963101892
2132,2136,[CH3:1][O:2][C:3]([Br:4])=[C:5]([Br:6])[Br:7].[CH3:8][O:9][C:10](=[O:11])[c-:12]1[c:13](=[O:14])[o:15][c:16]([C:17]#[N:18])[n+:19]1[CH3:20]>>[CH3:1][O:2][C:3]1([Br:4])[C:5]([Br:6])([Br:7])[C:12]2([C:10]([O:9][CH3:8])=[O:11])[C:13](=[O:14])[O:15][C:16]1([C:17]#[N:18])[N:19]2[CH3:20],water,298.15,38.47885117342712,11.521811509340164
2133,2137,[CH3:16][O:17][C:18](=[O:19])[c-:20]1[o+:21][c:22](-[c:23]2[cH:24][cH:25][cH:26][cH:27][cH:28]2)[o:29][c:30]1=[O:31].[F:1][C:2]([F:3])([F:4])[C:5]1=[C:6]([C:7]([F:8])([F:9])[F:10])[CH:11]2[CH:12]=[CH:13][CH:14]1[O:15]2>>[F:1][C:2]([F:3])([F:4])[C:5]1=[C:6]([C:7]([F:8])([F:9])[F:10])[CH:11]2[CH:12]3[CH:13]([CH:14]1[O:15]2)[C:20]1([C:18]([O:17][CH3:16])=[O:19])[O:21][C:22]3([c:23]2[cH:24][cH:25][cH:26][cH:27][cH:28]2)[O:29][C:30]1=[O:31],water,298.15,26.162541609015907,-24.32505319225577
2134,2138,[CH3:16][O:17][C:18](=[O:19])[c-:20]1[o+:21][c:22](-[c:23]2[cH:24][cH:25][cH:26][cH:27][cH:28]2)[o:29][c:30]1=[O:31].[F:1][C:2]([F:3])([F:4])[C:5]1=[C:6]([C:7]([F:8])([F:9])[F:10])[CH:11]2[CH:12]=[CH:13][CH:14]1[O:15]2>>[F:1][C:2]([F:3])([F:4])[C:5]12[C:6]([C:7]([F:8])([F:9])[F:10])([CH:11]3[CH:12]=[CH:13][CH:14]1[O:15]3)[C:20]1([C:18]([O:17][CH3:16])=[O:19])[O:21][C:22]2([c:23]2[cH:24][cH:25][cH:26][cH:27][cH:28]2)[O:29][C:30]1=[O:31],water,298.15,24.70684532105576,-9.259549044856966
2135,2139,[CH3:15][O:16][C:17](=[O:18])[C-:19]([O+:20]=[C:21]([C:22]#[N:23])[C:24]([CH3:25])=[O:26])[c:27]1[cH:28][cH:29][cH:30][cH:31][cH:32]1.[F:1][C:2]1=[C:3]([c:4]2[cH:5][cH:6][cH:7][cH:8][cH:9]2)[CH:10]2[CH2:11][CH2:12][CH:13]1[CH2:14]2>>[F:1][C:2]12[C:3]([c:4]3[cH:5][cH:6][cH:7][cH:8][cH:9]3)([CH:10]3[CH2:11][CH2:12][CH:13]1[CH2:14]3)[C:21]([C:22]#[N:23])([C:24]([CH3:25])=[O:26])[O:20][C:19]2([C:17]([O:16][CH3:15])=[O:18])[c:27]1[cH:28][cH:29][cH:30][cH:31][cH:32]1,water,298.15,13.513242397386708,-29.567345490253143
2137,2141,[CH3:15][NH:16][C:17](=[O:18])[C-:19]([C:20](=[O:21])[O:22][CH3:23])[N+:24]([CH3:25])=[C:26]([CH3:27])[C:28](=[O:29])[O:30][CH3:31].[CH3:1][C:2]1=[C:3]([c:4]2[cH:5][cH:6][cH:7][cH:8][cH:9]2)[CH:10]2[CH:11]=[CH:12][CH:13]1[O:14]2>>[CH3:1][C:2]1=[C:3]([c:4]2[cH:5][cH:6][cH:7][cH:8][cH:9]2)[CH:10]2[CH:11]3[CH:12]([CH:13]1[O:14]2)[C:19]([C:17]([NH:16][CH3:15])=[O:18])([C:20](=[O:21])[O:22][CH3:23])[N:24]([CH3:25])[C:26]3([CH3:27])[C:28](=[O:29])[O:30][CH3:31],water,298.15,23.72250973131368,-41.311626520541104
2138,2142,[CH3:15][NH:16][C:17](=[O:18])[C-:19]([C:20](=[O:21])[O:22][CH3:23])[N+:24]([CH3:25])=[C:26]([CH3:27])[C:28](=[O:29])[O:30][CH3:31].[CH3:1][C:2]1=[C:3]([c:4]2[cH:5][cH:6][cH:7][cH:8][cH:9]2)[CH:10]2[CH:11]=[CH:12][CH:13]1[O:14]2>>[CH3:1][C:2]12[C:3]([c:4]3[cH:5][cH:6][cH:7][cH:8][cH:9]3)([CH:10]3[CH:11]=[CH:12][CH:13]1[O:14]3)[C:19]([C:17]([NH:16][CH3:15])=[O:18])([C:20](=[O:21])[O:22][CH3:23])[N:24]([CH3:25])[C:26]2([CH3:27])[C:28](=[O:29])[O:30][CH3:31],water,298.15,38.75632130242206,-8.27233964692417
2139,2143,[CH3:15][NH:16][C:17](=[O:18])[C-:19]([C:20](=[O:21])[O:22][CH3:23])[N+:24]([CH3:25])=[C:26]([CH3:27])[C:28](=[O:29])[O:30][CH3:31].[CH3:1][C:2]1=[C:3]([c:4]2[cH:5][cH:6][cH:7][cH:8][cH:9]2)[CH:10]2[CH:11]=[CH:12][CH:13]1[O:14]2>>[CH3:1][C:2]12[C:3]([c:4]3[cH:5][cH:6][cH:7][cH:8][cH:9]3)([CH:10]3[CH:11]=[CH:12][CH:13]1[O:14]3)[C:26]([CH3:27])([C:28](=[O:29])[O:30][CH3:31])[N:24]([CH3:25])[C:19]2([C:17]([NH:16][CH3:15])=[O:18])[C:20](=[O:21])[O:22][CH3:23],water,298.15,32.112061509093536,-17.407156741840687
2140,2144,[CH3:15][NH:16][C:17](=[O:18])[C-:19]([C:20](=[O:21])[O:22][CH3:23])[N+:24]([CH3:25])=[C:26]([CH3:27])[C:28](=[O:29])[O:30][CH3:31].[CH3:1][C:2]1=[C:3]([c:4]2[cH:5][cH:6][cH:7][cH:8][cH:9]2)[CH:10]2[CH:11]=[CH:12][CH:13]1[O:14]2>>[CH3:1][C:2]1=[C:3]([c:4]2[cH:5][cH:6][cH:7][cH:8][cH:9]2)[CH:10]2[CH:11]3[CH:12]([CH:13]1[O:14]2)[C:26]([CH3:27])([C:28](=[O:29])[O:30][CH3:31])[N:24]([CH3:25])[C:19]3([C:17]([NH:16][CH3:15])=[O:18])[C:20](=[O:21])[O:22][CH3:23],water,298.15,26.46226433867273,-36.457914372566826
2141,2145,[CH3:12][NH:13][C:14](=[O:15])[C:16]([c:17]1[cH:18][cH:19][cH:20][cH:21][cH:22]1)=[N+:23]([CH3:24])[C-:25]([CH3:26])[C:27](=[O:28])[NH:29][CH3:30].[CH3:1][C:2](=[O:3])[C:4]1=[C:5]([Cl:6])[CH:7]2[CH:8]=[CH:9][CH:10]1[O:11]2>>[CH3:1][C:2](=[O:3])[C:4]12[C:5]([Cl:6])([CH:7]3[CH:8]=[CH:9][CH:10]1[O:11]3)[C:16]([C:14]([NH:13][CH3:12])=[O:15])([c:17]1[cH:18][cH:19][cH:20][cH:21][cH:22]1)[N:23]([CH3:24])[C:25]2([CH3:26])[C:27](=[O:28])[NH:29][CH3:30],water,298.15,23.61502256567464,-28.79010005328143
2142,2146,[CH3:12][NH:13][C:14](=[O:15])[C:16]([c:17]1[cH:18][cH:19][cH:20][cH:21][cH:22]1)=[N+:23]([CH3:24])[C-:25]([CH3:26])[C:27](=[O:28])[NH:29][CH3:30].[CH3:1][C:2](=[O:3])[C:4]1=[C:5]([Cl:6])[CH:7]2[CH:8]=[CH:9][CH:10]1[O:11]2>>[CH3:1][C:2](=[O:3])[C:4]1=[C:5]([Cl:6])[CH:7]2[CH:8]3[CH:9]([CH:10]1[O:11]2)[C:25]([CH3:26])([C:27](=[O:28])[NH:29][CH3:30])[N:23]([CH3:24])[C:16]3([C:14]([NH:13][CH3:12])=[O:15])[c:17]1[cH:18][cH:19][cH:20][cH:21][cH:22]1,water,298.15,21.424239802535062,-47.23888114106083
2143,2147,[CH3:12][NH:13][C:14](=[O:15])[C:16]([c:17]1[cH:18][cH:19][cH:20][cH:21][cH:22]1)=[N+:23]([CH3:24])[C-:25]([CH3:26])[C:27](=[O:28])[NH:29][CH3:30].[CH3:1][C:2](=[O:3])[C:4]1=[C:5]([Cl:6])[CH:7]2[CH:8]=[CH:9][CH:10]1[O:11]2>>[CH3:1][C:2](=[O:3])[C:4]12[C:5]([Cl:6])([CH:7]3[CH:8]=[CH:9][CH:10]1[O:11]3)[C:25]([CH3:26])([C:27](=[O:28])[NH:29][CH3:30])[N:23]([CH3:24])[C:16]2([C:14]([NH:13][CH3:12])=[O:15])[c:17]1[cH:18][cH:19][cH:20][cH:21][cH:22]1,water,298.15,23.382714247385,-23.08024004805005
2144,2148,[CH3:12][NH:13][C:14](=[O:15])[C:16]([c:17]1[cH:18][cH:19][cH:20][cH:21][cH:22]1)=[N+:23]([CH3:24])[C-:25]([CH3:26])[C:27](=[O:28])[NH:29][CH3:30].[CH3:1][C:2](=[O:3])[C:4]1=[C:5]([Cl:6])[CH:7]2[CH:8]=[CH:9][CH:10]1[O:11]2>>[CH3:1][C:2](=[O:3])[C:4]1=[C:5]([Cl:6])[CH:7]2[CH:8]3[CH:9]([CH:10]1[O:11]2)[C:16]([C:14]([NH:13][CH3:12])=[O:15])([c:17]1[cH:18][cH:19][cH:20][cH:21][cH:22]1)[N:23]([CH3:24])[C:25]3([CH3:26])[C:27](=[O:28])[NH:29][CH3:30],water,298.15,19.669470966176547,-50.56955280938698
2145,2149,[CH3:1][C:2](=[O:3])[C:4]1=[C:5]([c:6]2[cH:7][cH:8][cH:9][cH:10][cH:11]2)[CH:12]2[CH:13]=[CH:14][CH:15]1[O:16]2.[N:17]#[C:18][N-:19][NH+:20]=[C:21]([c:22]1[cH:23][cH:24][cH:25][cH:26][cH:27]1)[c:28]1[cH:29][cH:30][cH:31][cH:32][cH:33]1>>[CH3:1][C:2](=[O:3])[C:4]1=[C:5]([c:6]2[cH:7][cH:8][cH:9][cH:10][cH:11]2)[CH:12]2[CH:13]3[CH:14]([CH:15]1[O:16]2)[N:19]([C:18]#[N:17])[NH:20][C:21]3([c:22]1[cH:23][cH:24][cH:25][cH:26][cH:27]1)[c:28]1[cH:29][cH:30][cH:31][cH:32][cH:33]1,water,298.15,26.352073468335096,-21.03175160279018
2146,2150,[CH3:1][C:2](=[O:3])[C:4]1=[C:5]([c:6]2[cH:7][cH:8][cH:9][cH:10][cH:11]2)[CH:12]2[CH:13]=[CH:14][CH:15]1[O:16]2.[N:17]#[C:18][N-:19][NH+:20]=[C:21]([c:22]1[cH:23][cH:24][cH:25][cH:26][cH:27]1)[c:28]1[cH:29][cH:30][cH:31][cH:32][cH:33]1>>[CH3:1][C:2](=[O:3])[C:4]1=[C:5]([c:6]2[cH:7][cH:8][cH:9][cH:10][cH:11]2)[CH:12]2[CH:13]3[CH:14]([CH:15]1[O:16]2)[C:21]([c:22]1[cH:23][cH:24][cH:25][cH:26][cH:27]1)([c:28]1[cH:29][cH:30][cH:31][cH:32][cH:33]1)[NH:20][N:19]3[C:18]#[N:17],water,298.15,22.76164999395429,-21.046165559706324
2147,2151,[CH3:1][C:2](=[O:3])[C:4]1=[C:5]([c:6]2[cH:7][cH:8][cH:9][cH:10][cH:11]2)[CH:12]2[CH:13]=[CH:14][CH:15]1[O:16]2.[N:17]#[C:18][N-:19][NH+:20]=[C:21]([c:22]1[cH:23][cH:24][cH:25][cH:26][cH:27]1)[c:28]1[cH:29][cH:30][cH:31][cH:32][cH:33]1>>[CH3:1][C:2](=[O:3])[C:4]12[C:5]([c:6]3[cH:7][cH:8][cH:9][cH:10][cH:11]3)([CH:12]3[CH:13]=[CH:14][CH:15]1[O:16]3)[N:19]([C:18]#[N:17])[NH:20][C:21]2([c:22]1[cH:23][cH:24][cH:25][cH:26][cH:27]1)[c:28]1[cH:29][cH:30][cH:31][cH:32][cH:33]1,water,298.15,26.623551651347142,1.9824689951019672
2148,2152,[CH3:1][C:2](=[O:3])[C:4]1=[C:5]([c:6]2[cH:7][cH:8][cH:9][cH:10][cH:11]2)[CH:12]2[CH:13]=[CH:14][CH:15]1[O:16]2.[N:17]#[C:18][N-:19][NH+:20]=[C:21]([c:22]1[cH:23][cH:24][cH:25][cH:26][cH:27]1)[c:28]1[cH:29][cH:30][cH:31][cH:32][cH:33]1>>[CH3:1][C:2](=[O:3])[C:4]12[C:5]([c:6]3[cH:7][cH:8][cH:9][cH:10][cH:11]3)([CH:12]3[CH:13]=[CH:14][CH:15]1[O:16]3)[C:21]([c:22]1[cH:23][cH:24][cH:25][cH:26][cH:27]1)([c:28]1[cH:29][cH:30][cH:31][cH:32][cH:33]1)[NH:20][N:19]2[C:18]#[N:17],water,298.15,27.65416288117415,2.189990367879612
2149,2153,[CH3:1][NH:2][C:3](=[O:4])[C:5]1([C:6](=[O:7])[NH:8][CH3:9])[C:10]#[C:11][C:12]([NH2:13])([C:14]([F:15])([F:16])[F:17])[CH2:18][CH2:19][CH2:20][CH2:21]1.[CH3:22][C:23]([C:24]#[N:25])=[O+:26][C-:27]([C:28]#[N:29])[C:30]#[N:31]>>[CH3:1][NH:2][C:3](=[O:4])[C:5]1([C:6](=[O:7])[NH:8][CH3:9])[C:10]2=[C:11]([C:12]([NH2:13])([C:14]([F:15])([F:16])[F:17])[CH2:18][CH2:19][CH2:20][CH2:21]1)[C:27]([C:28]#[N:29])([C:30]#[N:31])[O:26][C:23]2([CH3:22])[C:24]#[N:25],water,298.15,17.214970594741494,-48.084199224467326
2150,2154,[CH3:1][NH:2][C:3](=[O:4])[C:5]1([C:6](=[O:7])[NH:8][CH3:9])[C:10]#[C:11][C:12]([NH2:13])([C:14]([F:15])([F:16])[F:17])[CH2:18][CH2:19][CH2:20][CH2:21]1.[CH3:22][C:23]([C:24]#[N:25])=[O+:26][C-:27]([C:28]#[N:29])[C:30]#[N:31]>>[CH3:1][NH:2][C:3](=[O:4])[C:5]1([C:6](=[O:7])[NH:8][CH3:9])[C:10]2=[C:11]([C:12]([NH2:13])([C:14]([F:15])([F:16])[F:17])[CH2:18][CH2:19][CH2:20][CH2:21]1)[C:23]([CH3:22])([C:24]#[N:25])[O:26][C:27]2([C:28]#[N:29])[C:30]#[N:31],water,298.15,20.38892242812288,-48.66679415660194
2151,2155,[CH3:1][O:2][C:3]([F:4])=[C:5]([F:6])[F:7].[CH3:8][NH:9][C:10](=[O:11])[C:12]([c:13]1[cH:14][cH:15][cH:16][cH:17][cH:18]1)=[N+:19]([CH3:20])[C-:21]([C:22](=[O:23])[O:24][CH3:25])[c:26]1[cH:27][cH:28][cH:29][cH:30][cH:31]1>>[CH3:1][O:2][C:3]1([F:4])[C:5]([F:6])([F:7])[C:12]([C:10]([NH:9][CH3:8])=[O:11])([c:13]2[cH:14][cH:15][cH:16][cH:17][cH:18]2)[N:19]([CH3:20])[C:21]1([C:22](=[O:23])[O:24][CH3:25])[c:26]1[cH:27][cH:28][cH:29][cH:30][cH:31]1,water,298.15,35.545091537502266,-29.896410016048108
2152,2156,[CH3:1][O:2][C:3]([F:4])=[C:5]([F:6])[F:7].[CH3:8][NH:9][C:10](=[O:11])[C:12]([c:13]1[cH:14][cH:15][cH:16][cH:17][cH:18]1)=[N+:19]([CH3:20])[C-:21]([C:22](=[O:23])[O:24][CH3:25])[c:26]1[cH:27][cH:28][cH:29][cH:30][cH:31]1>>[CH3:1][O:2][C:3]1([F:4])[C:5]([F:6])([F:7])[C:21]([C:22](=[O:23])[O:24][CH3:25])([c:26]2[cH:27][cH:28][cH:29][cH:30][cH:31]2)[N:19]([CH3:20])[C:12]1([C:10]([NH:9][CH3:8])=[O:11])[c:13]1[cH:14][cH:15][cH:16][cH:17][cH:18]1,water,298.15,36.29597760487077,-30.06678978463308
2153,2157,[CH3:15][NH:16][C:17](=[O:18])[C-:19]([NH+:20]=[C:21]([C:22]#[N:23])[C:24](=[O:25])[O:26][CH3:27])[C:28](=[O:29])[NH:30][CH3:31].[CH3:1][NH:2][C:3](=[O:4])[C:5]1=[C:6]([C:7]([CH3:8])=[O:9])[CH:10]2[CH2:11][CH2:12][CH:13]1[CH2:14]2>>[CH3:1][NH:2][C:3](=[O:4])[C:5]12[C:6]([C:7]([CH3:8])=[O:9])([CH:10]3[CH2:11][CH2:12][CH:13]1[CH2:14]3)[C:19]([C:17]([NH:16][CH3:15])=[O:18])([C:28](=[O:29])[NH:30][CH3:31])[NH:20][C:21]2([C:22]#[N:23])[C:24](=[O:25])[O:26][CH3:27],water,298.15,26.88651516845141,-5.688006723091557
2154,2158,[CH3:15][NH:16][C:17](=[O:18])[C-:19]([NH+:20]=[C:21]([C:22]#[N:23])[C:24](=[O:25])[O:26][CH3:27])[C:28](=[O:29])[NH:30][CH3:31].[CH3:1][NH:2][C:3](=[O:4])[C:5]1=[C:6]([C:7]([CH3:8])=[O:9])[CH:10]2[CH2:11][CH2:12][CH:13]1[CH2:14]2>>[CH3:1][NH:2][C:3](=[O:4])[C:5]12[C:6]([C:7]([CH3:8])=[O:9])([CH:10]3[CH2:11][CH2:12][CH:13]1[CH2:14]3)[C:21]([C:22]#[N:23])([C:24](=[O:25])[O:26][CH3:27])[NH:20][C:19]2([C:17]([NH:16][CH3:15])=[O:18])[C:28](=[O:29])[NH:30][CH3:31],water,298.15,27.30897124137975,4.548517112028891
2155,2159,[CH3:13][NH:14][C:15](=[O:16])[C-:17]([N+:18]#[C:19][C:20](=[O:21])[O:22][CH3:23])[C:24](=[O:25])[NH:26][CH3:27].[F:1][C:2]([F:3])([F:4])[C:5]1=[C:6]([Br:7])[CH:8]2[CH2:9][CH2:10][CH:11]1[CH2:12]2>>[F:1][C:2]([F:3])([F:4])[C:5]12[C:6]([Br:7])([CH:8]3[CH2:9][CH2:10][CH:11]1[CH2:12]3)[C:19]([C:20](=[O:21])[O:22][CH3:23])=[N:18][C:17]2([C:15]([NH:14][CH3:13])=[O:16])[C:24](=[O:25])[NH:26][CH3:27],water,298.15,17.728541304918497,-28.18229206653685
2156,2160,[CH3:13][NH:14][C:15](=[O:16])[C-:17]([N+:18]#[C:19][C:20](=[O:21])[O:22][CH3:23])[C:24](=[O:25])[NH:26][CH3:27].[F:1][C:2]([F:3])([F:4])[C:5]1=[C:6]([Br:7])[CH:8]2[CH2:9][CH2:10][CH:11]1[CH2:12]2>>[F:1][C:2]([F:3])([F:4])[C:5]12[C:6]([Br:7])([CH:8]3[CH2:9][CH2:10][CH:11]1[CH2:12]3)[C:17]([C:15]([NH:14][CH3:13])=[O:16])([C:24](=[O:25])[NH:26][CH3:27])[N:18]=[C:19]2[C:20](=[O:21])[O:22][CH3:23],water,298.15,27.675362326330728,-31.33617191984361
2157,2161,[CH3:13][O:14][C:15](=[O:16])[C-:17]([N+:18]#[C:19][C:20]([CH3:21])=[O:22])[c:23]1[cH:24][cH:25][cH:26][cH:27][cH:28]1.[F:1][C:2]([F:3])([F:4])[C:5]1=[C:6]([Br:7])[CH:8]2[CH:9]=[CH:10][CH:11]1[O:12]2>>[F:1][C:2]([F:3])([F:4])[C:5]1=[C:6]([Br:7])[CH:8]2[CH:9]3[CH:10]([CH:11]1[O:12]2)[C:19]([C:20]([CH3:21])=[O:22])=[N:18][C:17]3([C:15]([O:14][CH3:13])=[O:16])[c:23]1[cH:24][cH:25][cH:26][cH:27][cH:28]1,water,298.15,14.697111100964394,-48.97792699151294
2158,2162,[CH3:13][O:14][C:15](=[O:16])[C-:17]([N+:18]#[C:19][C:20]([CH3:21])=[O:22])[c:23]1[cH:24][cH:25][cH:26][cH:27][cH:28]1.[F:1][C:2]([F:3])([F:4])[C:5]1=[C:6]([Br:7])[CH:8]2[CH:9]=[CH:10][CH:11]1[O:12]2>>[F:1][C:2]([F:3])([F:4])[C:5]12[C:6]([Br:7])([CH:8]3[CH:9]=[CH:10][CH:11]1[O:12]3)[C:19]([C:20]([CH3:21])=[O:22])=[N:18][C:17]2([C:15]([O:14][CH3:13])=[O:16])[c:23]1[cH:24][cH:25][cH:26][cH:27][cH:28]1,water,298.15,17.740882900325566,-36.87551486563208
