,dipolarophile
539,CC(=O)C1(C(C)=O)C#CC(C(C)=O)(c2ccccc2)CCCC1
540,COC(=O)C1(C(=O)OC)C#CC(F)(C(F)(F)F)CCCC1
541,OC1(Br)C#CCCCCC1
542,CC1(C)C#CC(Br)(c2ccccc2)CCCC1
543,COC(=O)C1(C(C)=O)C#CC(Cl)(Cl)CCCC1
544,COC(=O)C1(C(=O)OC)C#CC(C)(C#N)CCCC1
545,FC1(Br)C#CC(c2ccccc2)(c2ccccc2)CCCC1
546,COC(=O)C1(C#N)C#CC(O)(O)CCCC1
547,CNC(=O)C1(C#N)C#CC(C)(C)CCCC1
548,CC(=O)C1(C(F)(F)F)C#CC(C#N)(C#N)CCCC1
549,CNC(=O)C1(C)C#CC(C#N)(C#N)CCCC1
550,CNC(=O)C1(C(=O)NC)C#CC(C#N)(C(C)=O)CCCC1
551,ClC1(c2ccccc2)C#CCCCCC1
552,FC1(Cl)C#CC(Cl)(Cl)CCCC1
553,CC1(O)C#CC(Cl)(Cl)CCCC1
554,COC(=O)C1(c2ccccc2)C#CC(F)(F)CCCC1
555,CC(=O)C1(C(C)=O)C#CC(Br)CCCC1
556,CC1(C)C#CC(Cl)(C(F)(F)F)CCCC1
557,CNC(=O)C1(C(=O)NC)C#CC(Cl)(Cl)CCCC1
558,CNC(=O)C1(Br)C#CCCCCC1
559,COC(=O)C1(C#N)C#CC(C(=O)OC)(C(=O)OC)CCCC1
560,COC(=O)C1(C(=O)OC)C#CC(Cl)(C#N)CCCC1
561,OC1(O)C#CC(Br)(C(F)(F)F)CCCC1
562,COC(=O)C1(O)C#CC(O)(O)CCCC1
563,OC1(O)C#CC(Br)CCCC1
564,CNC(=O)C1(C)C#CC(C(=O)NC)(C(=O)NC)CCCC1
565,COC(=O)C1(C(C)=O)C#CCCCCC1
566,OC1(Br)C#CC(F)(F)CCCC1
567,N#CC1(Cl)C#CC(O)(O)CCCC1
568,CNC(=O)C1(C(C)=O)C#CC(C)(C)CCCC1
569,CC1(F)C#CC(Cl)(Cl)CCCC1
570,CC1(C)C#CC(Cl)(Cl)CCCC1
571,COC(=O)C1(Br)C#CCCCCC1
572,OC1(O)C#CC(O)(F)CCCC1
573,CNC(=O)C1(C(=O)NC)C#CC(C)(C(F)(F)F)CCCC1
574,CC1(C)C#CC(C)(c2ccccc2)CCCC1
575,FC(F)(F)C1C#CC(c2ccccc2)(c2ccccc2)CCCC1
576,COC(=O)C1(C(=O)OC)C#CC(F)CCCC1
577,CNC(=O)C1(Cl)C#CC(Br)(Br)CCCC1
578,CNC(=O)C1(C(F)(F)F)C#CC(C(C)=O)(C(C)=O)CCCC1
579,CC1(Br)C#CC(C#N)(C#N)CCCC1
580,CC(=O)C1(C)C#CC(c2ccccc2)(c2ccccc2)CCCC1
581,FC1(Cl)C#CCCCCC1
582,FC1(F)C#CC(F)(F)CCCC1
583,OC1(Cl)C#CC(c2ccccc2)(c2ccccc2)CCCC1
584,N#CC1(O)C#CC(O)(O)CCCC1
585,COC(=O)C1(C(C)=O)C#CC(C(=O)OC)(C(=O)OC)CCCC1
586,CNC(=O)C1(C(=O)NC)C#CC(F)(Br)CCCC1
587,N#CC1(F)C#CC(C(F)(F)F)(C(F)(F)F)CCCC1
588,OC1(O)C#CC(O)(c2ccccc2)CCCC1
589,FC1(F)C#CC(C(F)(F)F)CCCC1
590,N#CC1(C#N)C#CC(Cl)(Cl)CCCC1
591,CNC(=O)C1(C)C#CC(Br)(Br)CCCC1
592,N#CC1(C#N)C#CC(C(F)(F)F)CCCC1
593,BrC1(Br)C#CC(c2ccccc2)(c2ccccc2)CCCC1
594,CNC(=O)C1C#CC(O)(O)CCCC1
595,CNC(=O)C1(C(=O)NC)C#CC(C(=O)OC)(C(F)(F)F)CCCC1
596,COC(=O)C1(C(=O)OC)C#CC(c2ccccc2)(c2ccccc2)CCCC1
597,CC(=O)C1(C(C)=O)C#CC(Br)(C#N)CCCC1
598,CC(=O)C1(Br)C#CC(C(C)=O)(C(C)=O)CCCC1
599,OC1(O)C#CC(F)(C(F)(F)F)CCCC1
600,CC1(O)C#CC(c2ccccc2)(c2ccccc2)CCCC1
601,N#CC1(F)C#CC(O)(O)CCCC1
602,CC1(Br)C#CC(O)(O)CCCC1
603,N#CC1(F)C#CC(c2ccccc2)(c2ccccc2)CCCC1
604,OC1(F)C#CC(C(F)(F)F)(C(F)(F)F)CCCC1
605,CNC(=O)C1(C(C)=O)C#CC(C(C)=O)(C(C)=O)CCCC1
606,CC1(C#N)C#CC(Cl)(Cl)CCCC1
607,COC(=O)C1(C(C)=O)C#CC(O)(O)CCCC1
608,N#CC1(c2ccccc2)C#CC(c2ccccc2)(c2ccccc2)CCCC1
609,CC(=O)C1(C(C)=O)C#CC(Cl)CCCC1
610,CC1(C)C#CC(O)(Cl)CCCC1
611,COC(=O)C1C#CC(C#N)(C#N)CCCC1
612,FC(F)(F)C1(Cl)C#CCCCCC1
613,CC1C#CC(O)(O)CCCC1
614,FC(F)(F)C1(c2ccccc2)C#CCCCCC1
615,BrC1(Br)C#CC(Br)(c2ccccc2)CCCC1
616,BrC1C#CC(Br)(Br)CCCC1
617,CNC(=O)C1(Br)C#CC(O)(O)CCCC1
618,COC(=O)C1(Br)C#CC(Cl)(Cl)CCCC1
619,CNC(=O)C1(Br)C#CC(C(=O)NC)(C(=O)NC)CCCC1
620,N#CC1(C#N)C#CC(C#N)(C#N)CCCC1
621,OC1(O)C#CC(Cl)(Cl)CCCC1
622,CC(=O)C1(c2ccccc2)C#CC(c2ccccc2)(c2ccccc2)CCCC1
623,OC1(Cl)C#CC(C(F)(F)F)(C(F)(F)F)CCCC1
624,CC1(C#N)C#CC(Br)(Br)CCCC1
625,CNC(=O)C1(Br)C#CC(C(F)(F)F)(C(F)(F)F)CCCC1
626,C1#CCCCCCC1
627,CC(=O)C1(O)C#CC(C#N)(C#N)CCCC1
628,FC1(F)C#CC(Br)(C(F)(F)F)CCCC1
629,CC(=O)C1(Br)C#CC(c2ccccc2)(c2ccccc2)CCCC1
630,N#CC1(O)C#CC(F)(F)CCCC1
631,OC1(O)C#CC(F)(Cl)CCCC1
632,COC(=O)C1(C(F)(F)F)C#CC(c2ccccc2)(c2ccccc2)CCCC1
633,CC1(C)C#CC(F)CCCC1
634,FC1(F)C#CC(Cl)(Br)CCCC1
635,CC(=O)C1(Cl)C#CCCCCC1
636,CC1(C)C#CC(F)(Br)CCCC1
637,N#CC1(C#N)C#CC(Cl)(Br)CCCC1
638,CC1(C)C#CC(C(F)(F)F)CCCC1
639,COC(=O)C1(Cl)C#CC(C(=O)OC)(C(=O)OC)CCCC1
640,CNC(=O)C1(C(=O)NC)C#CC(O)(C(C)=O)CCCC1
641,N#CC1(C(F)(F)F)C#CC(Cl)(Cl)CCCC1
642,C1#CC(c2ccccc2)(c2ccccc2)CCCCC1c1ccccc1
643,OC1(F)C#CC(Cl)(Cl)CCCC1
644,COC(=O)C1(c2ccccc2)C#CC(C)(C)CCCC1
645,CNC(=O)C1(C(C)=O)C#CCCCCC1
646,ClC1(Br)C#CC(Br)(Br)CCCC1
647,OC1(c2ccccc2)C#CC(C(F)(F)F)(C(F)(F)F)CCCC1
648,N#CC1(Br)C#CC(F)(F)CCCC1
649,CNC(=O)C1(C(=O)NC)C#CC(C(=O)NC)(C(F)(F)F)CCCC1
650,COC(=O)C1(C(=O)OC)C#CC(Cl)(Br)CCCC1
651,ClC1(Br)C#CC(c2ccccc2)(c2ccccc2)CCCC1
652,COC(=O)C1(C(=O)OC)C#CC(O)(C#N)CCCC1
653,CC(=O)C1(c2ccccc2)C#CC(F)(F)CCCC1
654,COC(=O)C1(O)C#CC(c2ccccc2)(c2ccccc2)CCCC1
655,OC1(C(F)(F)F)C#CC(c2ccccc2)(c2ccccc2)CCCC1
656,CC(=O)C1(C(C)=O)C#CC(Cl)(C#N)CCCC1
657,CC(=O)C1(C#N)C#CC(C(C)=O)(C(C)=O)CCCC1
658,CC1(O)C#CC(O)(O)CCCC1
659,COC(=O)C1(c2ccccc2)C#CC(Br)(Br)CCCC1
660,OC1(F)C#CC(c2ccccc2)(c2ccccc2)CCCC1
661,COC(=O)C1(C(=O)OC)C#CC(C(C)=O)CCCC1
662,CNC(=O)C1(C(=O)NC)C#CC(C)CCCC1
663,COC(=O)C1(C(=O)OC)C#CC(Br)(C(F)(F)F)CCCC1
664,ClC1(Br)C#CCCCCC1
665,CC(=O)C1(C)C#CC(C#N)(C#N)CCCC1
666,FC1C#CC(C(F)(F)F)(C(F)(F)F)CCCC1
667,N#CC1(C(F)(F)F)C#CC(Br)(Br)CCCC1
668,FC(F)(F)C1(C(F)(F)F)C#CC(Br)(Br)CCCC1
669,N#CC1(C#N)C#CC(C#N)(c2ccccc2)CCCC1
670,CC(=O)C1(Br)C#CC(O)(O)CCCC1
671,COC(=O)C1(C(=O)OC)C#CC(C#N)CCCC1
672,CC(=O)C1(C#N)C#CC(O)(O)CCCC1
673,COC(=O)C1(C(=O)OC)C#CC(C)(C(F)(F)F)CCCC1
674,CNC(=O)C1(C(F)(F)F)C#CC(C#N)(C#N)CCCC1
675,OC1(c2ccccc2)C#CCCCCC1
676,CNC(=O)C1(C(=O)NC)C#CC(O)(Br)CCCC1
677,CC(=O)C1(C(F)(F)F)C#CC(c2ccccc2)(c2ccccc2)CCCC1
678,COC(=O)C1(Cl)C#CC(Cl)(Cl)CCCC1
679,COC(=O)C1(O)C#CC(Cl)(Cl)CCCC1
680,CC1(C)C#CC(c2ccccc2)(c2ccccc2)CCCC1
681,CC1(Cl)C#CC(Br)(Br)CCCC1
682,CC(=O)C1(C(C)=O)C#CC(O)CCCC1
683,N#CC1(F)C#CC(Cl)(Cl)CCCC1
684,CC(=O)C1C#CC(F)(F)CCCC1
685,N#CC1(O)C#CC(C#N)(C#N)CCCC1
686,COC(=O)C1(C(=O)OC)C#CC(Cl)(C(C)=O)CCCC1
687,CNC(=O)C1(C(C)=O)C#CC(O)(O)CCCC1
688,COC(=O)C1(C(=O)OC)C#CC(Br)(c2ccccc2)CCCC1
689,CNC(=O)C1(C(=O)NC)C#CC(F)(F)CCCC1
690,FC(F)(F)C1(F)C#CC(Br)(Br)CCCC1
691,CC(=O)C1(F)C#CC(C(C)=O)(C(C)=O)CCCC1
692,OC1(c2ccccc2)C#CC(Br)(Br)CCCC1
693,N#CC1(Cl)C#CC(C#N)(C#N)CCCC1
694,CNC(=O)C1(C#N)C#CC(C#N)(C#N)CCCC1
695,CC1(C)C#CC(C)(Cl)CCCC1
696,CNC(=O)C1C#CC(Cl)(Cl)CCCC1
697,COC(=O)C1(C(=O)OC)C#CC(O)(Cl)CCCC1
698,CC1(c2ccccc2)C#CC(c2ccccc2)(c2ccccc2)CCCC1
699,CNC(=O)C1(C(=O)NC)C#CC(Cl)(C(=O)OC)CCCC1
700,COC(=O)C1(C(=O)OC)C#CC(F)(c2ccccc2)CCCC1
701,CC(=O)C1(C)C#CC(O)(O)CCCC1
702,CC(=O)C1(C(C)=O)C#CC(c2ccccc2)(c2ccccc2)CCCC1
703,CNC(=O)C1(C(=O)NC)C#CC(C(=O)NC)(C(=O)NC)CCCC1
704,CNC(=O)C1(C(=O)OC)C#CC(F)(F)CCCC1
705,CC(=O)C1C#CC(Br)(Br)CCCC1
706,CNC(=O)C1(c2ccccc2)C#CC(C#N)(C#N)CCCC1
707,FC(F)(F)C1(Cl)C#CC(c2ccccc2)(c2ccccc2)CCCC1
708,CNC(=O)C1(F)C#CC(C(F)(F)F)(C(F)(F)F)CCCC1
709,CNC(=O)C1(C(=O)OC)C#CC(C#N)(C#N)CCCC1
710,CC(=O)C1(F)C#CC(C(F)(F)F)(C(F)(F)F)CCCC1
711,N#CC1(C#N)C#CC(c2ccccc2)(C(F)(F)F)CCCC1
712,N#CC1(C#N)C#CC(O)(c2ccccc2)CCCC1
713,COC(=O)C1(C(=O)OC)C#CC(C(F)(F)F)CCCC1
714,CC1C#CC(C(F)(F)F)(C(F)(F)F)CCCC1
715,CC(=O)C1(C(C)=O)C#CC(C)(c2ccccc2)CCCC1
716,ClC1(Cl)C#CC(c2ccccc2)CCCC1
717,CC(=O)C1C#CC(C#N)(C#N)CCCC1
718,CC(=O)C1(C(C)=O)C#CC(F)(C#N)CCCC1
719,FC1(F)C#CC(F)(Br)CCCC1
720,CC(=O)C1(O)C#CC(C(F)(F)F)(C(F)(F)F)CCCC1
721,CNC(=O)C1(C(=O)NC)C#CC(C(=O)NC)(c2ccccc2)CCCC1
722,OC1C#CC(c2ccccc2)(c2ccccc2)CCCC1
723,COC(=O)C1(O)C#CC(C(C)=O)(C(C)=O)CCCC1
724,CC(=O)C1C#CC(C)(C)CCCC1
725,CC(=O)C1(C(C)=O)C#CC(C)CCCC1
726,BrC1(Br)C#CCCCCC1
727,FC(F)(F)C1(C(F)(F)F)C#CC(Cl)(Cl)CCCC1
728,OC1(C(F)(F)F)C#CC(Br)(Br)CCCC1
729,FC(F)(F)C1C#CCCCCC1
730,CNC(=O)C1(C(=O)NC)C#CC(Br)(Br)CCCC1
731,CC(=O)C1(C(C)=O)C#CC(F)CCCC1
732,FC(F)(F)C1(C(F)(F)F)C#CC(Cl)(Br)CCCC1
733,COC(=O)C1(C(=O)OC)C#CCCCCC1
734,COC(=O)C1(c2ccccc2)C#CCCCCC1
735,CNC(=O)C1C#CC(C#N)(C#N)CCCC1
736,COC(=O)C1(O)C#CCCCCC1
737,COC(=O)C1(C)C#CC(C(C)=O)(C(C)=O)CCCC1
738,CNC(=O)C1(C(C)=O)C#CC(F)(F)CCCC1
739,CNC(=O)C1(C(F)(F)F)C#CC(Cl)(Cl)CCCC1
740,N#CC1C#CC(O)(O)CCCC1
741,COC(=O)C1(Br)C#CC(C)(C)CCCC1
742,CC(=O)C1(F)C#CC(c2ccccc2)(c2ccccc2)CCCC1
743,COC(=O)C1(C#N)C#CC(F)(F)CCCC1
744,CNC(=O)C1(C(=O)NC)C#CC(C(=O)NC)(C(=O)OC)CCCC1
745,COC(=O)C1(O)C#CC(C)(C)CCCC1
746,COC(=O)C1(Cl)C#CC(C#N)(C#N)CCCC1
747,FC(F)(F)C1(F)C#CC(Cl)(Cl)CCCC1
748,CC(=O)C1(C(C)=O)C#CC(O)(Br)CCCC1
749,COC(=O)C1C#CC(C)(C)CCCC1
750,CC(=O)C1(F)C#CC(Cl)(Cl)CCCC1
751,CC(=O)C1(F)C#CC(C)(C)CCCC1
752,CC(=O)C1(O)C#CC(Cl)(Cl)CCCC1
753,CC1(c2ccccc2)C#CC(C(F)(F)F)(C(F)(F)F)CCCC1
754,CC1(C)C#CC(C#N)CCCC1
755,COC(=O)C1(C(=O)OC)C#CC(C(C)=O)(C(C)=O)CCCC1
756,BrC1(Br)C#CC(Br)(Br)CCCC1
757,CNC(=O)C1(C(C)=O)C#CC(Cl)(Cl)CCCC1
758,CC(=O)C1(C(C)=O)C#CC(C)(O)CCCC1
759,COC(=O)C1(C(=O)OC)C#CC(c2ccccc2)CCCC1
760,CNC(=O)C1(C(=O)OC)C#CC(C(C)=O)(C(C)=O)CCCC1
761,CC1(F)C#CC(Br)(Br)CCCC1
762,CNC(=O)C1(Br)C#CC(C)(C)CCCC1
763,CNC(=O)C1(C)C#CCCCCC1
764,N#CC1(Br)C#CC(c2ccccc2)(c2ccccc2)CCCC1
765,CC1C#CC(c2ccccc2)(c2ccccc2)CCCC1
766,CNC(=O)C1(C(=O)NC)C#CC(C)(F)CCCC1
767,CC1(O)C#CCCCCC1
768,OC1(c2ccccc2)C#CC(F)(F)CCCC1
769,FC(F)(F)C1(C(F)(F)F)C#CC(Br)CCCC1
770,COC(=O)C1(C#N)C#CC(C(F)(F)F)(C(F)(F)F)CCCC1
771,COC(=O)C1(F)C#CC(C(C)=O)(C(C)=O)CCCC1
772,CC(=O)C1(C(C)=O)C#CC(Cl)(Cl)CCCC1
773,CNC(=O)C1(C(=O)NC)C#CC(C(C)=O)(c2ccccc2)CCCC1
774,COC(=O)C1(C(=O)OC)C#CC(c2ccccc2)(C(F)(F)F)CCCC1
775,COC(=O)C1(Br)C#CC(C(=O)OC)(C(=O)OC)CCCC1
776,CNC(=O)C1(C(F)(F)F)C#CC(c2ccccc2)(c2ccccc2)CCCC1
777,OC1(Cl)C#CC(F)(F)CCCC1
778,CC(=O)C1(C(C)=O)C#CC(O)(Cl)CCCC1
779,COC(=O)C1(C(C)=O)C#CC(C(F)(F)F)(C(F)(F)F)CCCC1
780,CC(=O)C1(C(C)=O)C#CC(F)(Br)CCCC1
781,FC(F)(F)C1(C(F)(F)F)C#CC(Cl)(c2ccccc2)CCCC1
782,OC1(O)C#CC(Cl)CCCC1
783,CNC(=O)C1(C(=O)NC)C#CC(C)(O)CCCC1
784,CNC(=O)C1(C(=O)NC)C#CC(O)(F)CCCC1
785,CC(=O)C1(O)C#CC(Br)(Br)CCCC1
786,COC(=O)C1(Br)C#CC(F)(F)CCCC1
787,N#CC1(C#N)C#CC(c2ccccc2)(c2ccccc2)CCCC1
788,OC1(O)C#CC(Cl)(Br)CCCC1
789,OC1(O)C#CC(F)(c2ccccc2)CCCC1
790,CC1(C)C#CC(c2ccccc2)CCCC1
791,CC1(Br)C#CC(c2ccccc2)(c2ccccc2)CCCC1
792,CC(=O)C1(Br)C#CC(C)(C)CCCC1
793,COC(=O)C1(O)C#CC(Br)(Br)CCCC1
794,CNC(=O)C1(Br)C#CC(c2ccccc2)(c2ccccc2)CCCC1
795,CC1(Cl)C#CC(C#N)(C#N)CCCC1
796,CNC(=O)C1(C(=O)OC)C#CC(O)(O)CCCC1
797,CC(=O)C1(c2ccccc2)C#CC(Br)(Br)CCCC1
798,FC1(F)C#CC(Cl)CCCC1
799,CC(=O)C1(C)C#CC(C(C)=O)(C(C)=O)CCCC1
800,CNC(=O)C1(F)C#CC(C)(C)CCCC1
801,CC(=O)C1(C(C)=O)C#CC(C)(Cl)CCCC1
802,COC(=O)C1(C)C#CC(C(=O)OC)(C(=O)OC)CCCC1
803,CC(=O)C1(Cl)C#CC(C)(C)CCCC1
804,COC(=O)C1(C(=O)OC)C#CC(Cl)CCCC1
805,CC1(c2ccccc2)C#CC(O)(O)CCCC1
806,OC1(O)C#CC(Cl)(c2ccccc2)CCCC1
807,N#CC1(F)C#CCCCCC1
808,CNC(=O)C1(O)C#CC(C(=O)OC)(C(=O)OC)CCCC1
809,CC(=O)C1(C#N)C#CC(C(F)(F)F)(C(F)(F)F)CCCC1
810,CNC(=O)C1(C(=O)NC)C#CC(F)(C(C)=O)CCCC1
811,CNC(=O)C1(Br)C#CC(Br)(Br)CCCC1
812,COC(=O)C1(Cl)C#CC(O)(O)CCCC1
813,N#CC1(Br)C#CC(Br)(Br)CCCC1
814,FC(F)(F)C1(Br)C#CC(c2ccccc2)(c2ccccc2)CCCC1
815,N#CC1(Cl)C#CC(c2ccccc2)(c2ccccc2)CCCC1
816,CNC(=O)C1(C(=O)NC)C#CC(F)CCCC1
817,CNC(=O)C1(C(=O)NC)C#CC(C)(C(C)=O)CCCC1
818,CC(=O)C1(c2ccccc2)C#CC(Cl)(Cl)CCCC1
819,CC(=O)C1C#CC(O)(O)CCCC1
820,CC(=O)C1(C(C)=O)C#CC(C)(F)CCCC1
821,FC1(c2ccccc2)C#CC(Cl)(Cl)CCCC1
822,COC(=O)C1C#CCCCCC1
823,CNC(=O)C1(C#N)C#CC(C(=O)NC)(C(=O)NC)CCCC1
824,CC(=O)C1(C(F)(F)F)C#CC(Br)(Br)CCCC1
825,CNC(=O)C1(Cl)C#CC(C(C)=O)(C(C)=O)CCCC1
826,CC1(C#N)C#CC(F)(F)CCCC1
827,CNC(=O)C1(C(=O)OC)C#CC(Br)(Br)CCCC1
828,CNC(=O)C1(c2ccccc2)C#CC(C(=O)OC)(C(=O)OC)CCCC1
829,OC1(c2ccccc2)C#CC(c2ccccc2)(c2ccccc2)CCCC1
830,COC(=O)C1(C)C#CC(C#N)(C#N)CCCC1
831,OC1(O)C#CC(O)(O)CCCC1
832,C1#CC(c2ccccc2)(c2ccccc2)CCCCC1
833,COC(=O)C1(C(=O)OC)C#CC(C)(F)CCCC1
834,N#CC1(O)C#CC(Cl)(Cl)CCCC1
835,N#CC1(C#N)C#CC(Cl)CCCC1
836,CC1(O)C#CC(C#N)(C#N)CCCC1
837,N#CC1(C#N)C#CC(F)(c2ccccc2)CCCC1
838,FC(F)(F)C1(Br)C#CCCCCC1
839,COC(=O)C1(O)C#CC(F)(F)CCCC1
840,OC1(C(F)(F)F)C#CC(F)(F)CCCC1
841,CC1(C)C#CC(Cl)(Br)CCCC1
842,FC(F)(F)C1(Br)C#CC(C(F)(F)F)(C(F)(F)F)CCCC1
843,CC(=O)C1(F)C#CC(Br)(Br)CCCC1
844,FC1(F)C#CC(Br)CCCC1
845,N#CC1(C#N)C#CC(O)(F)CCCC1
846,COC(=O)C1(Cl)C#CCCCCC1
847,FC1(F)C#CC(Cl)(c2ccccc2)CCCC1
848,N#CC1(C#N)C#CCCCCC1
849,CNC(=O)C1(C(=O)NC)C#CC(O)(O)CCCC1
850,N#CC1(Br)C#CC(O)(O)CCCC1
851,CNC(=O)C1(C(=O)NC)C#CC(Br)(C(=O)OC)CCCC1
852,N#CC1C#CCCCCC1
853,COC(=O)C1(C(F)(F)F)C#CC(O)(O)CCCC1
854,CC(=O)C1(O)C#CC(c2ccccc2)(c2ccccc2)CCCC1
855,ClC1(Cl)C#CC(Cl)(Br)CCCC1
856,COC(=O)C1C#CC(c2ccccc2)(c2ccccc2)CCCC1
857,FC(F)(F)C1(Cl)C#CC(Cl)(Cl)CCCC1
858,CNC(=O)C1(C(C)=O)C#CC(C(F)(F)F)(C(F)(F)F)CCCC1
859,CNC(=O)C1(C(=O)NC)C#CC(Cl)(C(C)=O)CCCC1
860,N#CC1C#CC(C#N)(C#N)CCCC1
861,CC(=O)C1(C)C#CC(F)(F)CCCC1
862,FC(F)(F)C1(c2ccccc2)C#CC(C(F)(F)F)(C(F)(F)F)CCCC1
863,CNC(=O)C1(C(=O)NC)C#CC(C(=O)OC)(C(=O)OC)CCCC1
864,COC(=O)C1(C(=O)OC)C#CC(F)(F)CCCC1
865,CC(=O)C1(C#N)C#CC(C#N)(C#N)CCCC1
866,OC1(O)C#CCCCCC1
867,COC(=O)C1(C(=O)OC)C#CC(Cl)(c2ccccc2)CCCC1
868,OC1(O)C#CC(C(F)(F)F)CCCC1
869,CC1(C)C#CC(F)(C(F)(F)F)CCCC1
870,FC1(c2ccccc2)C#CCCCCC1
871,CC(=O)C1(C(C)=O)C#CC(F)(c2ccccc2)CCCC1
872,CNC(=O)C1(Cl)C#CC(C(=O)NC)(C(=O)NC)CCCC1
873,CNC(=O)C1(C(=O)NC)C#CC(C#N)(C(F)(F)F)CCCC1
874,CC1(C)C#CC(C#N)(C#N)CCCC1
875,CNC(=O)C1(C(=O)NC)C#CC(F)(c2ccccc2)CCCC1
876,COC(=O)C1(C(F)(F)F)C#CC(C)(C)CCCC1
877,COC(=O)C1(O)C#CC(C(F)(F)F)(C(F)(F)F)CCCC1
878,CNC(=O)C1(C(C)=O)C#CC(C(=O)NC)(C(=O)NC)CCCC1
879,COC(=O)C1(C(C)=O)C#CC(Br)(Br)CCCC1
880,COC(=O)C1(C#N)C#CC(c2ccccc2)(c2ccccc2)CCCC1
881,COC(=O)C1(C)C#CC(F)(F)CCCC1
882,COC(=O)C1(C(F)(F)F)C#CC(C(F)(F)F)(C(F)(F)F)CCCC1
883,N#CC1(C(F)(F)F)C#CC(C(F)(F)F)(C(F)(F)F)CCCC1
884,N#CC1(c2ccccc2)C#CC(C(F)(F)F)(C(F)(F)F)CCCC1
885,CNC(=O)C1(C(=O)NC)C#CC(F)(C(=O)OC)CCCC1
886,N#CC1(C#N)C#CC(c2ccccc2)CCCC1
887,OC1(O)C#CC(c2ccccc2)CCCC1
888,COC(=O)C1(C(=O)OC)C#CC(C(F)(F)F)(C(F)(F)F)CCCC1
889,COC(=O)C1(F)C#CC(O)(O)CCCC1
890,FC(F)(F)C1(Br)C#CC(Br)(Br)CCCC1
891,CNC(=O)C1(C(=O)NC)C#CC(Cl)(C#N)CCCC1
892,OC1(O)C#CC(F)(Br)CCCC1
893,CNC(=O)C1C#CC(C(C)=O)(C(C)=O)CCCC1
894,CC1(C)C#CC(O)(c2ccccc2)CCCC1
895,CNC(=O)C1(C(F)(F)F)C#CCCCCC1
896,FC(F)(F)C1(C(F)(F)F)C#CC(c2ccccc2)(c2ccccc2)CCCC1
897,COC(=O)C1(Cl)C#CC(Br)(Br)CCCC1
898,CNC(=O)C1(C(=O)NC)C#CC(C(C)=O)(C(C)=O)CCCC1
899,CC1(C#N)C#CC(c2ccccc2)(c2ccccc2)CCCC1
900,OC1(O)C#CC(O)(Br)CCCC1
901,COC(=O)C1(F)C#CCCCCC1
902,CNC(=O)C1(C)C#CC(F)(F)CCCC1
903,N#CC1(C#N)C#CC(O)(O)CCCC1
904,CC(=O)C1(O)C#CC(C(C)=O)(C(C)=O)CCCC1
905,COC(=O)C1(C(=O)OC)C#CC(O)(F)CCCC1
906,CNC(=O)C1(c2ccccc2)C#CC(C(C)=O)(C(C)=O)CCCC1
907,CC(=O)C1(c2ccccc2)C#CC(C)(C)CCCC1
908,CC(=O)C1(F)C#CC(C#N)(C#N)CCCC1
909,N#CC1(C#N)C#CC(O)CCCC1
910,CNC(=O)C1C#CC(F)(F)CCCC1
911,COC(=O)C1(F)C#CC(C(=O)OC)(C(=O)OC)CCCC1
912,CC1(Br)C#CC(Br)(Br)CCCC1
913,COC(=O)C1C#CC(F)(F)CCCC1
914,N#CC1(C#N)C#CC(F)(C(F)(F)F)CCCC1
915,CC1(F)C#CC(c2ccccc2)(c2ccccc2)CCCC1
916,COC(=O)C1(c2ccccc2)C#CC(C(F)(F)F)(C(F)(F)F)CCCC1
917,CNC(=O)C1(C(=O)NC)C#CC(C(F)(F)F)(C(F)(F)F)CCCC1
918,COC(=O)C1(C(C)=O)C#CC(F)(F)CCCC1
919,CC1C#CC(C#N)(C#N)CCCC1
920,CC1(C)C#CC(F)(F)CCCC1
921,CNC(=O)C1(C(=O)NC)C#CC(C)(C#N)CCCC1
922,CC1(C)C#CC(C#N)(C(F)(F)F)CCCC1
923,FC1(F)C#CC(F)(Cl)CCCC1
924,CNC(=O)C1(C#N)C#CC(F)(F)CCCC1
925,N#CC1(c2ccccc2)C#CCCCCC1
926,CC(=O)C1(C(C)=O)C#CC(Br)(c2ccccc2)CCCC1
927,COC(=O)C1(C(=O)OC)C#CC(C)(c2ccccc2)CCCC1
928,COC(=O)C1(C(=O)OC)C#CC(F)(C#N)CCCC1
929,FC1(F)C#CC(F)(C(F)(F)F)CCCC1
930,COC(=O)C1(Cl)C#CC(c2ccccc2)(c2ccccc2)CCCC1
931,CNC(=O)C1(C(=O)NC)C#CC(C)(C)CCCC1
932,OC1(Cl)C#CC(Br)(Br)CCCC1
933,FC1(c2ccccc2)C#CC(C(F)(F)F)(C(F)(F)F)CCCC1
934,CC(=O)C1(Cl)C#CC(c2ccccc2)(c2ccccc2)CCCC1
935,CNC(=O)C1(C(=O)NC)C#CC(Cl)(C(F)(F)F)CCCC1
936,N#CC1C#CC(Cl)(Cl)CCCC1
937,CNC(=O)C1(Cl)C#CC(C)(C)CCCC1
938,CC(=O)C1(C#N)C#CC(C)(C)CCCC1
939,N#CC1(c2ccccc2)C#CC(O)(O)CCCC1
940,COC(=O)C1(C(F)(F)F)C#CC(Cl)(Cl)CCCC1
941,N#CC1(Br)C#CCCCCC1
942,CC(=O)C1(C(C)=O)C#CC(F)(C(F)(F)F)CCCC1
943,OC1C#CCCCCC1
944,CNC(=O)C1C#CC(Br)(Br)CCCC1
